"","Site","Knoll","Year","Date","year_month","survey_id","Observer","Species","Species_2015","Family","Abundance","Length","Confidence","Status","a","b"
"1673","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Ecsenius aroni","Blenniidae","Blenniidae",1,5,0,"C",0.0061,3
"1674","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Plagiotremus tapeinosoma","Plagiotremus spp.","Blenniidae",1,8,0,"C",0.00367,3
"1675","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Thalassoma rueppellii","Thalassoma spp.","Labridae",1,5,0,"T",0.01380875,3.041
"1676","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Dascyllus marginatus","Dascyllus marginatus","Pomacentridae",1,6,0,"C",0.02978,3
"1677","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Dascyllus marginatus","Dascyllus marginatus","Pomacentridae",3,4,0,"C",0.02978,3
"1678","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Dascyllus marginatus","Dascyllus marginatus","Pomacentridae",1,5,0,"C",0.02978,3
"1679","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Meiacanthus nigrolineatus","Meiacanthus nigrolineatus","Blenniidae",1,6,0,"C",0.0133,3
"1680","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Pterois miles","Pterois miles","Scorpaenidae",1,25,0,"T",0.019,2.896
"1681","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Cheilodipterus novemstriatus","Cheilodipterus spp.","Apogonidae",6,7,0,"C",0.009835,3.055
"1682","Princess","4",2018,2018-09-03,"2018 b","Princess_4_2018-09-03","Ori Frid","Scolopsis ghanam","Scolopsis ghanam","Nemipteridae",2,7,0,"T",0.01778,2.97
"1683","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Parupeneus forsskali","Mullidae","Mullidae",1,20,0,"T",0.007,3.1699
"1684","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",2,3,0,"C",0.0175096041666667,3.04466479166667
"1685","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Zebrasoma xanthurum","Zebrasoma xanthurum","Acanthuridae",1,8,0,"T",0.0113,3.1805
"1686","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Zebrasoma xanthurum","Zebrasoma xanthurum","Acanthuridae",2,8,0,"T",0.0113,3.1805
"1687","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Cephalopholis hemistiktos","Serranidae","Serranidae",1,8,0,"T",0.0175,3
"1688","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Pseudochromis fridmani","Pseudochromis fridmani","Pseudochromidae",1,3,0,"C",0.00501,3.1
"1689","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Thalassoma rueppellii","Thalassoma spp.","Labridae",3,3,0,"T",0.01380875,3.041
"1690","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Siganus luridus","Siganus  spp.","Siganidae",1,20,0,"T",0.0195971428571429,2.927
"1691","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Ctenochaetus striatus","Acanthuridae","Acanthuridae",1,8,0,"T",0.0137,3.083
"1692","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Ctenochaetus striatus","Acanthuridae","Acanthuridae",1,6,0,"T",0.0137,3.083
"1693","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Ecsenius aroni","Blenniidae","Blenniidae",1,3,0,"C",0.0061,3
"1694","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Pomacentrus sulfureus","Pomacentrus sulfureus","Pomacentridae",2,3,0,"C",0.02389,3
"1695","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Pycnochromis dimidiatus","Chromis dimidiata","Pomacentridae",1,4,0,"C",0.0273963636363636,2.95906060606061
"1696","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",8,3,0,"C",0.02058,3
"1697","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",2,5,0,"C",0.02058,3
"1698","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Chaetodon paucifasciatus","Chaetodon paucifasciatus","Chaetodontidae",2,8,0,"T",0.0379275,2.918875
"1699","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Chaetodon austriacus","Chaetodon austriacus","Chaetodontidae",1,15,0,"T",0.0379275,2.918875
"1700","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Variola louti","Variola louti","Serranidae",1,25,0,"T",0.007565,3.2096
"1701","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Pseudochromis olivaceus","Pseudochromis olivaceus","Pseudochromidae",1,3,0,"C",0.00501,3.1
"1702","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Ecsenius aroni","Blenniidae","Blenniidae",1,2,0,"C",0.0061,3
"1703","Princess","6",2018,2018-09-03,"2018 b","Princess_6_2018-09-03","Roi Holzman","Ecsenius aroni","Blenniidae","Blenniidae",1,4,0,"C",0.0061,3
"1704","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Dascyllus trimaculatus","Dascyllus trimaculatus","Pomacentridae",2,15,0,"C",0.0716,2.635
"1705","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",1,8,0,"C",0.02058,3
"1706","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",1,10,0,"C",0.02058,3
"1707","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",2,8,0,"C",0.02058,3
"1708","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",2,6,0,"C",0.02058,3
"1709","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",2,7,0,"C",0.02058,3
"1710","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",1,5,0,"C",0.02058,3
"1711","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pterois miles","Pterois miles","Scorpaenidae",1,25,0,"T",0.019,2.896
"1712","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Centropyge multispinis","Centropyge multispinis","Pomacanthidae",1,10,0,"T",0.0301466666666667,2.99466666666667
"1713","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Centropyge multispinis","Centropyge multispinis","Pomacanthidae",1,12,0,"T",0.0301466666666667,2.99466666666667
"1714","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Chromis viridis","Chromis viridis","Pomacentridae",50,5,0,"C",0.021625,2.892
"1715","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Chromis viridis","Chromis viridis","Pomacentridae",50,7,0,"C",0.021625,2.892
"1716","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Chromis viridis","Chromis viridis","Pomacentridae",50,9,0,"C",0.021625,2.892
"1717","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Thalassoma lunare","Thalassoma spp.","Labridae",1,8,0,"T",0.0183,2.862
"1718","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Thalassoma lunare","Thalassoma spp.","Labridae",1,8,0,"T",0.0183,2.862
"1719","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pycnochromis dimidiatus","Chromis dimidiata","Pomacentridae",1,8,0,"C",0.0273963636363636,2.95906060606061
"1720","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pycnochromis dimidiatus","Chromis dimidiata","Pomacentridae",1,10,0,"C",0.0273963636363636,2.95906060606061
"1721","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Dascyllus marginatus","Dascyllus marginatus","Pomacentridae",1,10,0,"C",0.02978,3
"1722","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Cephalopholis miniata","Serranidae","Serranidae",1,30,0,"T",0.0186233333333333,3.08466666666667
"1723","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Chaetodon auriga","Chaetodon auriga","Chaetodontidae",2,25,0,"T",0.0271,2.9965
"1724","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Chaetodon paucifasciatus","Chaetodon paucifasciatus","Chaetodontidae",1,8,0,"T",0.0379275,2.918875
"1725","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Chaetodon paucifasciatus","Chaetodon paucifasciatus","Chaetodontidae",1,6,0,"T",0.0379275,2.918875
"1726","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Cheilodipterus novemstriatus","Cheilodipterus spp.","Apogonidae",10,6,0,"C",0.009835,3.055
"1727","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Cheilodipterus novemstriatus","Cheilodipterus spp.","Apogonidae",10,8,0,"C",0.009835,3.055
"1728","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",20,4,0,"C",0.011,3.24
"1729","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",20,5,0,"C",0.011,3.24
"1730","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",20,6,0,"C",0.011,3.24
"1731","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",20,7,0,"C",0.011,3.24
"1732","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,5,0,"C",0.0175096041666667,3.04466479166667
"1733","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,6,0,"C",0.0175096041666667,3.04466479166667
"1734","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,7,0,"C",0.0175096041666667,3.04466479166667
"1735","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,9,0,"C",0.0175096041666667,3.04466479166667
"1736","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,10,0,"C",0.0175096041666667,3.04466479166667
"1737","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Acanthurus nigrofuscus","Acanthuridae","Acanthuridae",1,8,0,"T",0.0089,3.278
"1738","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Chromis ternatensis","Chromis spp.","Pomacentridae",1,7,0,"C",0.0273963636363636,2.95906060606061
"1739","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Scolopsis ghanam","Scolopsis ghanam","Nemipteridae",1,25,0,"T",0.01778,2.97
"1740","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Cheilodipterus novemstriatus","Cheilodipterus spp.","Apogonidae",2,10,0,"C",0.009835,3.055
"1741","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Zebrasoma xanthurum","Zebrasoma xanthurum","Acanthuridae",1,15,0,"T",0.0113,3.1805
"1742","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Epinephelus fasciatus","Epinephelus fasciatus","Serranidae",1,25,0,"T",0.01945,2.9315
"1743","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ctenogobiops maculosus","Gobiidae","Gobiidae",1,4,0,"C",0.0146223333333333,2.88026666666667
"1744","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Parupeneus forsskali","Mullidae","Mullidae",3,7,0,"T",0.007,3.1699
"1745","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Cirripectes castaneus","Blenniidae","Blenniidae",1,7,0,"C",0.0061,3
"1746","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Cyclichthys spilostylus","Diodontidae","Diodontidae",1,40,0,"T",0.250483333333333,2.48543333333333
"1747","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pseudocheilinus hexataenia","Pseudocheilinus hexataenia","Labridae",1,7,0,"T",0.01452,3.0575
"1748","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ostorhinchus nigrofasciatus","Apogonidae","Apogonidae",1,8,0,"C",0.011,3.24
"1749","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ostorhinchus nigrofasciatus","Apogonidae","Apogonidae",1,8,0,"C",0.011,3.24
"1750","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Ostorhinchus nigrofasciatus","Apogonidae","Apogonidae",1,6,0,"C",0.011,3.24
"1751","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Pseudochromis olivaceus","Pseudochromis olivaceus","Pseudochromidae",1,4,0,"C",0.00501,3.1
"1752","Katza","1",2018,2018-09-04,"2018 b","Katza_1_2018-09-04","Itai Granot","Cantherhines pardalis","Monacanthidae","Monacanthidae",1,15,0,"T",0.017,3.07
"1753","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Scolopsis ghanam","Scolopsis ghanam","Nemipteridae",1,18,0,"T",0.01778,2.97
"1754","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Parupeneus forsskali","Mullidae","Mullidae",1,24,0,"T",0.007,3.1699
"1755","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Parupeneus forsskali","Mullidae","Mullidae",1,20,0,"T",0.007,3.1699
"1756","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Labroides dimidiatus","Labroides dimidiatus","Labridae",2,12,0,"C",0.005955,3.142
"1757","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Zebrasoma xanthurum","Zebrasoma xanthurum","Acanthuridae",1,15,0,"T",0.0113,3.1805
"1758","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Zebrasoma xanthurum","Zebrasoma xanthurum","Acanthuridae",1,25,0,"T",0.0113,3.1805
"1759","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Zebrasoma xanthurum","Zebrasoma xanthurum","Acanthuridae",1,10,0,"T",0.0113,3.1805
"1760","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Dascyllus abudafur","Dascyllus aruanus","Pomacentridae",1,12,0,"C",0.0463,2.68466666666667
"1761","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Dascyllus abudafur","Dascyllus aruanus","Pomacentridae",1,10,0,"C",0.0463,2.68466666666667
"1762","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Dascyllus abudafur","Dascyllus aruanus","Pomacentridae",2,8,0,"C",0.0463,2.68466666666667
"1763","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Dascyllus abudafur","Dascyllus aruanus","Pomacentridae",1,10,0,"C",0.0463,2.68466666666667
"1764","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Abudefduf vaigiensis","Abudefduf spp.","Pomacentridae",1,15,0,"T",0.0152025,3.169
"1765","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Sufflamen albicaudatum","Balistidae","Balistidae",1,20,0,"T",0.00885,3.277
"1766","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Lethrinus borbonicus","Lethrinidae","Lethrinidae",1,25,0,"T",0.0548016666666667,2.72845
"1767","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cantherhines pardalis","Monacanthidae","Monacanthidae",1,18,0,"T",0.017,3.07
"1768","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Zebrasoma desjardinii","Zebrasoma desjardinii","Acanthuridae",1,4,0,"T",0.0113,3.1805
"1769","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cephalopholis miniata","Serranidae","Serranidae",1,35,0,"T",0.0186233333333333,3.08466666666667
"1770","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cephalopholis miniata","Serranidae","Serranidae",1,20,0,"T",0.0186233333333333,3.08466666666667
"1771","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Chlorurus gibbus","Scaridae","Scaridae",1,30,0,"T",0.0248134375,2.93332291666667
"1772","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Meiacanthus nigrolineatus","Meiacanthus nigrolineatus","Blenniidae",1,6,0,"C",0.0133,3
"1773","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Meiacanthus nigrolineatus","Meiacanthus nigrolineatus","Blenniidae",1,8,0,"C",0.0133,3
"1774","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cheilodipterus lachneri","Cheilodipterus spp.","Apogonidae",3,15,0,"C",0.009835,3.055
"1775","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cheilodipterus lachneri","Cheilodipterus spp.","Apogonidae",2,8,0,"C",0.009835,3.055
"1776","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cheilodipterus lachneri","Cheilodipterus spp.","Apogonidae",1,10,0,"C",0.009835,3.055
"1777","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Ostorhinchus nigrofasciatus","Apogonidae","Apogonidae",1,12,0,"C",0.011,3.24
"1778","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",2,10,0,"C",0.02058,3
"1779","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",1,8,0,"C",0.02058,3
"1780","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pomacentrus trichrourus","Pomacentrus trichrourus","Pomacentridae",1,12,0,"C",0.02058,3
"1781","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Centropyge multispinis","Centropyge multispinis","Pomacanthidae",1,12,0,"T",0.0301466666666667,2.99466666666667
"1782","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cirrhitichthys oxycephalus","Cirrhitichthys oxycephalus","Cirrhitidae",1,8,0,"C",0.0138,3.117
"1783","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Chaetodon paucifasciatus","Chaetodon paucifasciatus","Chaetodontidae",1,10,0,"T",0.0379275,2.918875
"1784","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Chromis viridis","Chromis viridis","Pomacentridae",30,6,0,"C",0.021625,2.892
"1785","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Chromis viridis","Chromis viridis","Pomacentridae",30,8,0,"C",0.021625,2.892
"1786","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Chromis viridis","Chromis viridis","Pomacentridae",30,7,0,"C",0.021625,2.892
"1787","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Chromis viridis","Chromis viridis","Pomacentridae",30,9,0,"C",0.021625,2.892
"1788","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Sargocentron diadema","Sargocentron spp.","Holocentridae",1,10,0,"C",0.016844375,3.06746875
"1789","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Sargocentron diadema","Sargocentron spp.","Holocentridae",1,8,0,"C",0.016844375,3.06746875
"1790","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Gobiodon citrinus","Gobiidae","Gobiidae",2,8,0,"C",0.0146223333333333,2.88026666666667
"1791","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Gobiodon citrinus","Gobiidae","Gobiidae",1,6,0,"C",0.0146223333333333,2.88026666666667
"1792","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Dascyllus marginatus","Dascyllus marginatus","Pomacentridae",1,8,0,"C",0.02978,3
"1793","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Dascyllus marginatus","Dascyllus marginatus","Pomacentridae",1,6,0,"C",0.02978,3
"1794","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Corythoichthys flavofasciatus","Syngnathidae","Syngnathidae",1,12,0,"C",0.00078,3
"1795","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Corythoichthys flavofasciatus","Syngnathidae","Syngnathidae",1,10,0,"C",0.00078,3
"1796","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Corythoichthys schultzi","Syngnathidae","Syngnathidae",1,12,0,"C",0.00078,3
"1797","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Corythoichthys schultzi","Syngnathidae","Syngnathidae",1,15,0,"C",0.00078,3
"1798","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pycnochromis dimidiatus","Chromis dimidiata","Pomacentridae",1,8,0,"C",0.0273963636363636,2.95906060606061
"1799","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,8,0,"C",0.0175096041666667,3.04466479166667
"1800","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,9,0,"C",0.0175096041666667,3.04466479166667
"1801","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,10,0,"C",0.0175096041666667,3.04466479166667
"1802","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pseudanthias squamipinnis","Pseudanthias spp.","Serranidae",20,11,0,"C",0.0175096041666667,3.04466479166667
"1803","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cirripectes castaneus","Blenniidae","Blenniidae",1,7,0,"C",0.0061,3
"1804","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Atrosalarias fuscus","Blenniidae","Blenniidae",1,8,0,"C",0.0061,3
"1805","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Atrosalarias fuscus","Blenniidae","Blenniidae",1,6,0,"C",0.0061,3
"1806","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Plagiotremus tapeinosoma","Plagiotremus spp.","Blenniidae",1,10,0,"C",0.00367,3
"1807","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",50,5,0,"C",0.011,3.24
"1808","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",50,7,0,"C",0.011,3.24
"1809","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",50,8,0,"C",0.011,3.24
"1810","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Ostorhinchus cyanosoma","Apogonidae","Apogonidae",50,6,0,"C",0.011,3.24
"1811","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cheilodipterus quinquelineatus","Cheilodipterus spp.","Apogonidae",50,5,0,"C",0.009835,3.055
"1812","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cheilodipterus quinquelineatus","Cheilodipterus spp.","Apogonidae",50,7,0,"C",0.009835,3.055
"1813","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cheilodipterus novemstriatus","Cheilodipterus spp.","Apogonidae",50,5,0,"C",0.009835,3.055
"1814","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Cheilodipterus novemstriatus","Cheilodipterus spp.","Apogonidae",50,7,0,"C",0.009835,3.055
"1815","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Thalassoma rueppellii","Thalassoma spp.","Labridae",1,10,0,"T",0.01380875,3.041
"1816","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Thalassoma rueppellii","Thalassoma spp.","Labridae",1,8,0,"T",0.01380875,3.041
"1817","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pseudocheilinus hexataenia","Pseudocheilinus hexataenia","Labridae",1,8,0,"T",0.01452,3.0575
"1818","Katza","2",2018,2018-09-04,"2018 b","Katza_2_2018-09-04","Itai Granot","Pseudocheilinus hexataenia","Pseudocheilinus hexataenia","Labridae",3,6,0,"T",0.01452,3.0575
