Country,Project,Expedition,Location,Date,KnollID,First Observer.x,Second Observer.x,meta_to_deployment_id,First Observer.y,Second Observer.y,Knoll,Time Start,Time End,Notes,Observer,Species,Amount,Length,Confidence
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,first,Eviota sebreei,4,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,first,Eviota sebreei,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,first,Eviota sebreei,2,4,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,first,Eviota sebreei,4,3,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,first,Pseudochromis springeri,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,first,Pseudochromis springeri,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,first,Pseudochromis olivaceus,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Dascyllus trimaculatus,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Zebrasoma xanthurum,1,18,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Cephalopholis miniata,1,22,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Cephalopholis miniata,1,18,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pomacentrus trichrourus,6,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pomacentrus trichrourus,2,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pomacentrus trichrourus,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudanthias squamipinnis,16,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudanthias squamipinnis,6,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudanthias squamipinnis,20,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Thalassoma rueppellii,1,12,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Thalassoma rueppellii,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Acanthurus nigrofuscus,1,12,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Amphiprion bicinctus,1,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Chromis dimidiata,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Chromis dimidiata,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Chromis dimidiata,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Cheilodipterus novemstriatus,50,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Apogon cyanosoma,6,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudochromis fridmani,3,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudochromis fridmani,2,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Centropyge multispinis,2,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Centropyge multispinis,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudochromis springeri,2,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Eviota sebreei,1,3,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Eviota sebreei,3,2,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Fusigobius neophytus,4,3,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Fusigobius neophytus,3,4,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Fusigobius neophytus,2,5,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Plectroglyphidodon lacrymatus,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudochromis olivaceus,1,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudocheilinus hexataenia,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,5,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 5,Shevy Rothman,Shahar Malamud,5,,,,second,Pseudocheilinus hexataenia,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Dascyllus trimaculatus,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Thalassoma rueppellii,1,18,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Thalassoma rueppellii,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Pomacentrus trichrourus,1,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Pomacentrus trichrourus,3,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Pomacentrus trichrourus,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Pseudanthias squamipinnis,2,14,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Pomacentrus sulfureus,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Chromis dimidiata,1,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Gnatholepis anjerensis,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Gnatholepis anjerensis,3,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Gnatholepis anjerensis,20,2,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Pseudocheilinus hexataenia,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Eviota sebreei,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Eviota sebreei,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Fusigobius neophytus,1,5,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,first,Pleurosicya micheli,2,4,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Dascyllus trimaculatus,1,12,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Pseudanthias squamipinnis,4,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Thalassoma rueppellii,1,12,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Thalassoma rueppellii,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Thalassoma rueppellii,1,15,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Pomacentrus trichrourus,1,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Pomacentrus trichrourus,3,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Pomacentrus trichrourus,1,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Pomacentrus sulfureus,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,6,Shevy Rothman,Shahar Malamud,Shevy Rothman and Shahar Malamud - 6,Shevy Rothman,Shahar Malamud,6,9:15,10:05,,second,Eviota sebreei,6,2,1
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Chromis viridis,70,9,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudanthias squamipinnis,11,5,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Dascyllus trimaculatus,7,9,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudanthias squamipinnis,110,5,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Epinephelus fasciatus,1,20,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Epinephelus fasciatus,1,21,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Thalassoma rueppellii,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Thalassoma rueppellii,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Ecsenius aroni,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Chromis dimidiata,3,4,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Chromis dimidiata,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Centropyge multispinis,1,9,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Amblyglyphidodon leucogaster,5,1,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Amblyglyphidodon leucogaster,2,2,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudocheilinus hexataenia,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudochromis springeri,4,4,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudochromis springeri,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Chromis flavaxilla,3,4,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Chromis flavaxilla,4,4,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Larabicus quadrilineatus,1,1,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Larabicus quadrilineatus,2,2,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudochromis olivaceus,2,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudochromis olivaceus,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudochromis olivaceus,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Gymnothorax nudivomer,1,50,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudochromis fridmani,2,2,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudochromis fridmani,2,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pterois radiata,2,14,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pterois radiata,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Ecsenius frontalis,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Ecsenius frontalis,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Oxymonacanthus halli,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Dascyllus marginatus,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Dascyllus marginatus,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Scolopsis ghanam,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Apogon cyanosoma,120,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Apogon cyanosoma,14,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Cheilodipterus novemstriatus,85,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Cheilodipterus quinquelineatus,4,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Pseudocheilinus hexataenia,2,3,0
Israel,EcoCamp,EcoCamp September 2022,Katza,2022-09-14 00:00:00,1,Yoni Belmaker,Shahar Chaikin,Yoni Belmaker and Shahar Chaikin - 1,Yoni Belmaker,Shahar Chaikin,1,,12:40,,first,Gnatholepis anjerensis,4,3,0
